order_id,customer_id,order_date,marketing_channel,total_amount,order_status
O00501,C0338,2025-01-06,Social,741.48,Completed
O00502,C0660,2025-02-19,Organic Search,185.62,Returned
O00503,C0092,2026-02-13,Organic Search,188.9,Completed
O00504,C0124,2025-06-07,Organic Search,236.25,Completed
O00505,C0457,2026-05-17,Social,135.06,Completed
O00506,C0445,2025-07-10,Email,435.93,Completed
O00507,C0508,2025-06-08,Paid Search,128.51,Cancelled
O00508,C0255,2025-11-04,Paid Search,183.65,Completed
O00509,C0423,2026-03-12,Organic Search,222.06,Completed
O00510,C0187,2025-07-03,Referral,262.98,Completed
O00511,C0776,2026-04-11,Email,365.02,Completed
O00512,C0690,2025-09-23,Organic Search,310.59,Completed
O00513,C0311,2026-05-14,Email,500.11,Completed
O00514,C0665,2026-05-08,Organic Search,229.15,Completed
O00515,C0023,2026-03-09,Organic Search,591.97,Completed
O00516,C0646,2025-04-16,Referral,288.12,Completed
O00517,C0038,2025-10-25,Paid Search,114.25,Completed
O00518,C0567,2025-11-20,Organic Search,481.46,Completed
O00519,C0353,2026-04-26,Paid Search,300.96,Completed
O00520,C0135,2026-04-25,Social,640.12,Completed
O00521,C0637,2025-06-15,Organic Search,201.66,Completed
O00522,C0311,2026-05-21,Organic Search,370.8,Completed
O00523,C0066,2025-02-02,Organic Search,183.68,Completed
O00524,C0364,2025-12-15,Referral,229.85,Completed
O00525,C0469,2026-03-25,Social,558.38,Completed
O00526,C0172,2025-04-18,Email,276.82,Completed
O00527,C0126,2025-05-22,Referral,123.17,Completed
O00528,C0350,2026-05-01,Organic Search,63.69,Completed
O00529,C0156,2025-09-09,Referral,448.39,Completed
O00530,C0031,2026-01-06,Paid Search,231.52,Completed
O00531,C0677,2025-02-07,Social,557.58,Completed
O00532,C0430,2025-10-30,Paid Search,150.12,Completed
O00533,C0718,2025-05-31,Paid Search,255.0,Completed
O00534,C0038,2025-03-28,Paid Search,35.82,Completed
O00535,C0534,2025-11-16,Paid Search,318.38,Completed
O00536,C0518,2026-03-09,Organic Search,78.84,Completed
O00537,C0460,2025-05-08,Organic Search,1066.38,Completed
O00538,C0359,2025-08-28,Organic Search,116.27,Completed
O00539,C0466,2026-01-05,Organic Search,294.05,Completed
O00540,C0603,2026-02-17,Email,134.85,Completed
O00541,C0167,2026-03-03,Organic Search,168.15,Completed
O00542,C0712,2025-05-01,Organic Search,353.0,Returned
O00543,C0113,2026-02-23,Organic Search,338.44,Completed
O00544,C0146,2025-05-27,Referral,130.04,Completed
O00545,C0003,2026-05-16,Organic Search,171.53,Completed
O00546,C0387,2025-12-12,Paid Search,241.18,Completed
O00547,C0092,2025-11-30,Referral,371.96,Completed
O00548,C0662,2025-10-12,Organic Search,96.83,Completed
O00549,C0660,2025-05-07,Email,339.46,Completed
O00550,C0020,2026-05-30,Organic Search,479.98,Completed
O00551,C0604,2026-02-16,Organic Search,497.79,Completed
O00552,C0148,2025-10-20,Organic Search,211.52,Completed
O00553,C0306,2025-03-01,Paid Search,260.72,Returned
O00554,C0054,2025-05-04,Organic Search,434.5,Completed
O00555,C0068,2026-02-21,Paid Search,350.68,Completed
O00556,C0253,2025-04-14,Referral,286.66,Completed
O00557,C0383,2025-05-26,Email,191.78,Completed
O00558,C0043,2026-04-08,Organic Search,64.33,Completed
O00559,C0280,2026-05-09,Email,504.61,Completed
O00560,C0716,2026-02-09,Organic Search,113.68,Completed
O00561,C0699,2025-11-22,Social,212.73,Completed
O00562,C0709,2025-01-17,Organic Search,476.16,Completed
O00563,C0552,2025-03-21,Organic Search,622.2,Completed
O00564,C0128,2025-01-09,Paid Search,402.25,Completed
O00565,C0240,2025-08-15,Social,485.14,Completed
O00566,C0067,2025-06-29,Email,339.82,Completed
O00567,C0710,2025-01-24,Email,497.42,Returned
O00568,C0417,2026-03-19,Organic Search,537.38,Completed
O00569,C0546,2026-03-07,Paid Search,234.14,Completed
O00570,C0707,2025-08-20,Paid Search,187.95,Completed
O00571,C0029,2025-04-10,Paid Search,261.44,Completed
O00572,C0533,2025-12-08,Referral,505.98,Completed
O00573,C0131,2025-03-08,Organic Search,198.79,Completed
O00574,C0412,2026-01-26,Organic Search,335.32,Completed
O00575,C0348,2025-04-14,Email,267.95,Completed
O00576,C0587,2025-07-18,Organic Search,82.4,Completed
O00577,C0141,2025-09-06,Referral,69.31,Completed
O00578,C0319,2026-01-02,Email,109.01,Completed
O00579,C0059,2025-05-29,Organic Search,389.19,Completed
O00580,C0684,2025-07-13,Paid Search,239.86,Completed
O00581,C0167,2025-12-03,Organic Search,669.32,Completed
O00582,C0758,2025-12-06,Paid Search,83.1,Completed
O00583,C0146,2025-04-28,Organic Search,71.01,Completed
O00584,C0225,2025-06-28,Social,277.86,Completed
O00585,C0694,2025-01-22,Organic Search,439.98,Completed
O00586,C0729,2026-03-21,Organic Search,66.48,Completed
O00587,C0326,2026-01-19,Email,862.22,Completed
O00588,C0215,2026-05-16,Referral,195.71,Completed
O00589,C0184,2026-04-21,Organic Search,125.62,Completed
O00590,C0654,2026-02-15,Social,410.21,Completed
O00591,C0586,2026-01-22,Organic Search,344.85,Completed
O00592,C0462,2026-03-13,Paid Search,122.68,Completed
O00593,C0272,2025-08-28,Email,66.26,Completed
O00594,C0284,2025-03-22,Social,66.88,Completed
O00595,C0257,2025-12-04,Organic Search,472.95,Completed
O00596,C0009,2025-09-25,Referral,154.28,Completed
O00597,C0484,2025-01-13,Email,759.9,Completed
O00598,C0193,2025-11-17,Paid Search,482.55,Completed
O00599,C0348,2025-12-30,Organic Search,205.61,Completed
O00600,C0582,2025-01-24,Referral,426.17,Completed
O00601,C0193,2026-01-31,Paid Search,154.72,Completed
O00602,C0033,2025-07-01,Referral,161.2,Completed
O00603,C0466,2025-03-13,Organic Search,196.93,Completed
O00604,C0133,2025-04-24,Paid Search,71.81,Completed
O00605,C0318,2025-07-30,Paid Search,203.54,Completed
O00606,C0207,2025-10-10,Organic Search,135.38,Completed
O00607,C0583,2025-12-03,Referral,161.49,Completed
O00608,C0356,2026-04-13,Email,279.2,Completed
O00609,C0469,2026-03-19,Paid Search,519.41,Completed
O00610,C0683,2025-10-26,Social,417.14,Completed
O00611,C0517,2025-04-18,Referral,151.45,Completed
O00612,C0075,2025-01-28,Email,353.97,Completed
O00613,C0335,2025-05-20,Email,162.91,Completed
O00614,C0144,2026-03-25,Paid Search,163.22,Completed
O00615,C0128,2025-10-29,Paid Search,59.49,Completed
O00616,C0367,2026-03-28,Organic Search,633.39,Completed
O00617,C0400,2025-04-16,Email,88.87,Completed
O00618,C0384,2025-09-13,Social,100.5,Completed
O00619,C0697,2025-07-16,Email,275.0,Completed
O00620,C0046,2025-06-21,Paid Search,143.86,Completed
O00621,C0439,2026-02-09,Organic Search,70.77,Completed
O00622,C0399,2025-01-13,Organic Search,58.83,Completed
O00623,C0421,2025-08-12,Organic Search,288.45,Returned
O00624,C0647,2025-11-29,Email,236.97,Completed
O00625,C0344,2025-03-11,Organic Search,453.27,Completed
O00626,C0243,2025-11-13,Referral,155.06,Completed
O00627,C0743,2025-09-01,Email,256.64,Completed
O00628,C0751,2025-08-23,Organic Search,349.54,Completed
O00629,C0623,2025-08-16,Referral,378.28,Completed
O00630,C0210,2025-05-25,Organic Search,197.89,Completed
O00631,C0169,2025-11-15,Referral,174.0,Completed
O00632,C0279,2025-07-26,Referral,73.27,Completed
O00633,C0779,2026-03-20,Organic Search,417.71,Completed
O00634,C0390,2025-09-21,Paid Search,196.97,Completed
O00635,C0201,2026-04-26,Organic Search,191.16,Completed
O00636,C0426,2026-02-19,Social,689.94,Completed
O00637,C0790,2025-09-19,Social,283.52,Completed
O00638,C0490,2025-09-06,Organic Search,170.52,Completed
O00639,C0617,2025-09-11,Email,255.03,Completed
O00640,C0531,2025-03-24,Social,807.67,Completed
O00641,C0112,2025-04-02,Email,351.52,Completed
O00642,C0504,2025-06-22,Organic Search,141.7,Completed
O00643,C0181,2025-06-24,Paid Search,444.87,Completed
O00644,C0768,2025-03-02,Organic Search,415.76,Completed
O00645,C0301,2025-03-23,Organic Search,67.42,Completed
O00646,C0010,2025-04-14,Organic Search,241.27,Completed
O00647,C0498,2025-09-30,Paid Search,142.48,Completed
O00648,C0246,2025-11-19,Social,255.19,Completed
O00649,C0743,2026-02-16,Referral,420.81,Completed
O00650,C0528,2026-05-02,Paid Search,136.08,Completed
O00651,C0695,2025-11-30,Paid Search,266.31,Returned
O00652,C0752,2025-04-13,Paid Search,310.87,Completed
O00653,C0309,2025-03-31,Referral,816.67,Completed
O00654,C0393,2025-12-01,Referral,66.17,Completed
O00655,C0548,2025-05-20,Email,305.54,Completed
O00656,C0660,2025-03-08,Paid Search,720.57,Completed
O00657,C0759,2025-12-15,Email,118.65,Completed
O00658,C0591,2026-01-25,Referral,477.3,Completed
O00659,C0696,2026-01-09,Social,174.95,Completed
O00660,C0149,2025-11-20,Referral,193.08,Completed
O00661,C0765,2025-05-30,Email,234.9,Completed
O00662,C0647,2026-05-05,Referral,210.54,Completed
O00663,C0751,2025-08-04,Social,357.36,Completed
O00664,C0307,2026-02-06,Social,275.81,Completed
O00665,C0074,2026-02-05,Paid Search,219.13,Completed
O00666,C0771,2025-11-28,Referral,395.25,Completed
O00667,C0753,2025-07-20,Email,141.73,Completed
O00668,C0696,2026-03-14,Referral,891.93,Completed
O00669,C0251,2026-02-18,Organic Search,128.28,Completed
O00670,C0795,2026-01-20,Email,273.84,Completed
O00671,C0123,2025-01-12,Organic Search,197.84,Completed
O00672,C0711,2025-10-08,Referral,407.1,Completed
O00673,C0731,2025-03-07,Social,545.19,Completed
O00674,C0066,2026-05-16,Paid Search,510.32,Completed
O00675,C0006,2025-07-04,Email,213.16,Completed
O00676,C0087,2025-02-05,Social,219.99,Cancelled
O00677,C0255,2025-01-01,Organic Search,386.91,Completed
O00678,C0705,2025-08-03,Organic Search,386.53,Completed
O00679,C0606,2025-08-10,Paid Search,130.27,Completed
O00680,C0410,2025-06-17,Paid Search,273.84,Completed
O00681,C0430,2025-06-17,Referral,150.55,Completed
O00682,C0128,2025-10-04,Paid Search,483.02,Completed
O00683,C0281,2025-08-20,Organic Search,178.84,Returned
O00684,C0540,2025-06-29,Referral,121.8,Completed
O00685,C0565,2025-10-16,Organic Search,184.68,Completed
O00686,C0760,2025-12-20,Email,391.37,Completed
O00687,C0388,2025-05-27,Email,74.61,Completed
O00688,C0188,2026-04-14,Paid Search,153.75,Completed
O00689,C0313,2025-08-23,Email,66.42,Completed
O00690,C0079,2025-03-23,Referral,420.19,Completed
O00691,C0492,2025-05-20,Paid Search,509.72,Completed
O00692,C0251,2025-12-20,Social,303.13,Completed
O00693,C0077,2025-06-29,Paid Search,154.9,Completed
O00694,C0116,2026-01-18,Organic Search,160.39,Completed
O00695,C0313,2025-08-11,Social,693.81,Completed
O00696,C0740,2025-12-25,Organic Search,120.53,Completed
O00697,C0421,2025-06-07,Organic Search,33.67,Completed
O00698,C0307,2026-01-19,Paid Search,447.83,Completed
O00699,C0195,2025-04-24,Organic Search,148.75,Completed
O00700,C0491,2025-07-23,Social,806.97,Completed
O00701,C0113,2025-05-15,Social,91.98,Completed
O00702,C0612,2026-03-16,Referral,63.11,Completed
O00703,C0747,2025-06-06,Paid Search,283.78,Completed
O00704,C0204,2026-03-16,Paid Search,216.16,Completed
O00705,C0235,2025-06-02,Organic Search,197.67,Completed
O00706,C0094,2025-07-24,Referral,76.03,Completed
O00707,C0491,2026-03-13,Organic Search,160.84,Completed
O00708,C0729,2025-12-26,Paid Search,151.38,Completed
O00709,C0218,2025-11-26,Organic Search,122.0,Completed
O00710,C0312,2025-12-09,Organic Search,222.61,Completed
O00711,C0666,2025-09-01,Organic Search,213.89,Returned
O00712,C0198,2025-07-15,Email,302.09,Completed
O00713,C0778,2025-09-16,Referral,573.54,Completed
O00714,C0171,2025-01-23,Email,297.69,Completed
O00715,C0507,2026-02-12,Email,369.85,Completed
O00716,C0607,2025-08-12,Email,341.47,Completed
O00717,C0299,2025-09-01,Organic Search,115.18,Completed
O00718,C0216,2025-09-12,Paid Search,86.46,Completed
O00719,C0740,2025-09-28,Organic Search,338.78,Completed
O00720,C0740,2025-04-19,Referral,124.34,Completed
O00721,C0226,2026-03-29,Organic Search,186.71,Completed
O00722,C0152,2026-01-13,Social,193.37,Completed
O00723,C0747,2026-05-18,Organic Search,64.48,Completed
O00724,C0072,2025-07-12,Organic Search,354.16,Completed
O00725,C0745,2025-05-21,Referral,115.8,Completed
O00726,C0136,2025-02-14,Organic Search,72.52,Completed
O00727,C0109,2025-01-10,Email,344.0,Completed
O00728,C0159,2026-05-06,Organic Search,195.91,Completed
O00729,C0146,2026-03-02,Organic Search,180.56,Completed
O00730,C0701,2025-08-20,Paid Search,799.77,Completed
O00731,C0045,2025-03-28,Email,145.4,Completed
O00732,C0640,2025-11-05,Referral,128.62,Completed
O00733,C0729,2025-09-29,Referral,241.07,Completed
O00734,C0069,2026-05-05,Organic Search,58.25,Completed
O00735,C0362,2026-01-30,Organic Search,141.19,Completed
O00736,C0393,2025-09-09,Paid Search,134.18,Completed
O00737,C0540,2026-03-08,Email,273.74,Completed
O00738,C0137,2026-05-01,Social,84.45,Completed
O00739,C0302,2025-05-23,Paid Search,547.34,Completed
O00740,C0381,2026-03-11,Organic Search,67.54,Completed
O00741,C0375,2025-05-31,Organic Search,97.16,Completed
O00742,C0482,2025-07-06,Referral,472.4,Completed
O00743,C0062,2025-06-09,Social,162.95,Completed
O00744,C0568,2026-04-11,Email,68.02,Completed
O00745,C0535,2025-04-05,Paid Search,551.58,Completed
O00746,C0321,2026-05-04,Email,210.26,Completed
O00747,C0277,2025-07-19,Organic Search,133.8,Completed
O00748,C0217,2025-03-08,Email,193.56,Cancelled
O00749,C0578,2025-02-15,Social,184.57,Completed
O00750,C0770,2026-01-01,Organic Search,212.02,Completed
O00751,C0720,2025-05-13,Email,136.01,Completed
O00752,C0489,2026-01-27,Email,287.27,Completed
O00753,C0788,2025-05-25,Email,1000.56,Completed
O00754,C0157,2025-03-18,Email,787.6,Completed
O00755,C0287,2025-03-11,Email,69.99,Completed
O00756,C0263,2026-04-30,Referral,78.02,Completed
O00757,C0294,2026-01-08,Paid Search,393.96,Completed
O00758,C0636,2025-02-13,Social,197.35,Completed
O00759,C0298,2025-04-18,Paid Search,193.45,Completed
O00760,C0112,2026-04-22,Organic Search,315.33,Completed
O00761,C0720,2025-08-06,Referral,149.71,Completed
O00762,C0328,2025-08-07,Email,825.29,Completed
O00763,C0071,2025-05-26,Organic Search,324.22,Completed
O00764,C0189,2025-09-23,Referral,144.52,Completed
O00765,C0430,2025-12-24,Paid Search,281.06,Completed
O00766,C0080,2025-07-23,Referral,231.64,Completed
O00767,C0155,2025-01-15,Social,455.51,Completed
O00768,C0650,2025-05-09,Paid Search,759.06,Completed
O00769,C0380,2025-01-15,Referral,74.42,Completed
O00770,C0424,2026-04-12,Paid Search,144.86,Completed
O00771,C0470,2025-06-30,Paid Search,176.96,Completed
O00772,C0650,2026-03-24,Organic Search,409.09,Completed
O00773,C0768,2026-05-24,Referral,493.39,Completed
O00774,C0201,2025-04-28,Referral,481.46,Completed
O00775,C0275,2025-10-18,Referral,123.1,Completed
O00776,C0016,2025-02-03,Organic Search,325.82,Completed
O00777,C0053,2026-02-07,Referral,172.06,Completed
O00778,C0102,2025-08-25,Email,136.26,Completed
O00779,C0567,2025-09-24,Organic Search,65.38,Completed
O00780,C0029,2025-06-06,Email,138.03,Completed
O00781,C0192,2026-01-02,Organic Search,450.33,Completed
O00782,C0643,2025-05-28,Organic Search,615.45,Completed
O00783,C0424,2025-01-23,Organic Search,333.22,Completed
O00784,C0121,2025-02-02,Social,416.26,Completed
O00785,C0118,2026-01-09,Social,37.21,Returned
O00786,C0281,2025-10-02,Paid Search,457.94,Completed
O00787,C0704,2025-07-22,Referral,388.05,Returned
O00788,C0444,2026-05-15,Social,124.06,Completed
O00789,C0205,2026-03-16,Email,71.61,Returned
O00790,C0601,2025-09-17,Paid Search,303.58,Completed
O00791,C0221,2025-03-16,Email,134.86,Completed
O00792,C0219,2025-12-03,Paid Search,243.01,Completed
O00793,C0588,2025-03-18,Social,132.14,Completed
O00794,C0511,2026-05-21,Organic Search,119.83,Completed
O00795,C0243,2026-01-28,Email,174.2,Completed
O00796,C0038,2026-02-17,Social,659.18,Completed
O00797,C0570,2025-03-23,Referral,175.88,Completed
O00798,C0383,2025-05-05,Social,175.0,Completed
O00799,C0705,2025-11-27,Referral,71.79,Completed
O00800,C0705,2025-01-06,Referral,184.7,Completed
O00801,C0705,2025-12-04,Email,128.51,Completed
O00802,C0653,2026-02-28,Paid Search,201.43,Cancelled
O00803,C0792,2025-11-26,Referral,63.14,Completed
O00804,C0676,2025-09-06,Email,418.51,Completed
O00805,C0779,2025-11-17,Social,171.96,Cancelled
O00806,C0799,2025-07-27,Paid Search,131.76,Completed
O00807,C0151,2025-04-15,Paid Search,139.2,Completed
O00808,C0488,2025-01-30,Email,61.11,Completed
O00809,C0155,2025-08-06,Paid Search,133.52,Completed
O00810,C0750,2026-01-27,Social,221.21,Completed
O00811,C0532,2026-05-21,Paid Search,337.47,Completed
O00812,C0283,2025-04-14,Organic Search,637.46,Completed
O00813,C0209,2025-06-25,Paid Search,63.28,Completed
O00814,C0757,2026-05-04,Organic Search,810.13,Completed
O00815,C0182,2025-01-22,Social,985.11,Completed
O00816,C0581,2025-01-18,Email,181.37,Completed
O00817,C0103,2025-04-07,Organic Search,372.07,Completed
O00818,C0362,2025-01-14,Organic Search,130.63,Completed
O00819,C0152,2025-01-22,Social,393.11,Returned
O00820,C0655,2026-01-22,Organic Search,521.76,Completed
O00821,C0340,2025-12-24,Paid Search,54.7,Completed
O00822,C0628,2025-12-18,Organic Search,136.48,Completed
O00823,C0639,2025-10-24,Email,133.61,Completed
O00824,C0223,2025-02-11,Organic Search,341.12,Completed
O00825,C0291,2025-12-25,Referral,74.2,Completed
O00826,C0443,2025-07-21,Email,212.46,Completed
O00827,C0433,2026-01-31,Paid Search,295.97,Completed
O00828,C0139,2025-09-14,Paid Search,70.08,Completed
O00829,C0385,2025-07-07,Referral,321.55,Completed
O00830,C0473,2026-02-25,Organic Search,300.47,Completed
O00831,C0636,2025-05-11,Email,149.38,Completed
O00832,C0056,2026-04-17,Organic Search,117.85,Completed
O00833,C0708,2026-05-09,Organic Search,169.53,Completed
O00834,C0140,2026-05-23,Organic Search,304.68,Completed
O00835,C0118,2025-07-25,Organic Search,121.87,Completed
O00836,C0518,2025-01-26,Paid Search,128.2,Completed
O00837,C0560,2025-08-29,Organic Search,272.22,Completed
O00838,C0175,2025-09-04,Paid Search,405.92,Completed
O00839,C0401,2025-10-09,Paid Search,498.71,Completed
O00840,C0035,2025-11-07,Email,1095.74,Completed
O00841,C0358,2025-08-04,Social,185.75,Completed
O00842,C0286,2025-05-24,Referral,575.45,Completed
O00843,C0133,2025-09-23,Email,151.33,Completed
O00844,C0682,2025-04-09,Organic Search,731.55,Completed
O00845,C0774,2026-01-29,Social,292.12,Returned
O00846,C0111,2025-11-25,Email,216.56,Completed
O00847,C0207,2025-08-19,Referral,195.46,Returned
O00848,C0209,2025-04-09,Organic Search,89.45,Completed
O00849,C0349,2025-03-15,Organic Search,379.88,Completed
O00850,C0069,2025-05-22,Paid Search,133.76,Completed
O00851,C0024,2025-12-05,Organic Search,347.03,Completed
O00852,C0320,2026-05-28,Paid Search,140.35,Cancelled
O00853,C0034,2025-01-31,Organic Search,254.58,Completed
O00854,C0776,2025-12-04,Email,856.54,Completed
O00855,C0613,2026-03-03,Referral,213.19,Completed
O00856,C0022,2025-08-22,Social,233.25,Completed
O00857,C0566,2025-01-19,Paid Search,194.86,Completed
O00858,C0119,2025-05-22,Paid Search,377.91,Completed
O00859,C0016,2025-02-16,Referral,155.82,Completed
O00860,C0322,2025-02-14,Paid Search,227.41,Completed
O00861,C0507,2025-07-30,Email,453.46,Completed
O00862,C0327,2025-10-01,Email,165.82,Returned
O00863,C0287,2026-05-13,Organic Search,291.59,Completed
O00864,C0117,2026-04-10,Organic Search,167.54,Completed
O00865,C0455,2026-01-29,Organic Search,182.67,Completed
O00866,C0555,2025-02-02,Referral,615.06,Completed
O00867,C0747,2026-03-14,Social,199.57,Returned
O00868,C0435,2026-04-20,Email,368.1,Completed
O00869,C0699,2025-10-15,Social,186.59,Completed
O00870,C0631,2025-02-09,Organic Search,128.78,Completed
O00871,C0315,2025-05-08,Email,119.54,Completed
O00872,C0478,2025-01-10,Organic Search,220.56,Completed
O00873,C0066,2025-11-18,Paid Search,60.42,Completed
O00874,C0151,2025-06-28,Referral,348.92,Completed
O00875,C0063,2025-08-22,Social,437.62,Completed
O00876,C0074,2026-03-02,Email,528.91,Completed
O00877,C0165,2025-02-01,Paid Search,64.02,Completed
O00878,C0524,2025-11-17,Email,199.34,Completed
O00879,C0080,2025-03-22,Social,594.81,Completed
O00880,C0337,2025-09-07,Organic Search,204.49,Completed
O00881,C0371,2026-02-24,Organic Search,236.92,Completed
O00882,C0551,2025-05-09,Organic Search,253.05,Completed
O00883,C0185,2025-07-22,Referral,135.76,Completed
O00884,C0761,2026-04-27,Organic Search,294.28,Completed
O00885,C0730,2025-09-05,Organic Search,143.57,Cancelled
O00886,C0076,2025-02-16,Referral,331.36,Completed
O00887,C0297,2026-03-23,Referral,340.96,Completed
O00888,C0691,2026-01-14,Email,168.76,Completed
O00889,C0238,2025-04-10,Organic Search,133.96,Completed
O00890,C0043,2025-05-27,Referral,335.63,Completed
O00891,C0295,2025-05-02,Organic Search,197.23,Cancelled
O00892,C0238,2025-04-19,Email,217.35,Completed
O00893,C0553,2025-02-10,Paid Search,226.68,Completed
O00894,C0750,2026-03-13,Paid Search,148.16,Completed
O00895,C0456,2025-05-03,Social,146.08,Completed
O00896,C0363,2025-04-30,Referral,258.9,Completed
O00897,C0724,2025-03-17,Email,726.68,Completed
O00898,C0252,2025-01-09,Organic Search,185.35,Completed
O00899,C0752,2025-07-11,Paid Search,142.34,Completed
O00900,C0445,2025-01-04,Organic Search,290.02,Completed
O00901,C0496,2025-12-24,Paid Search,413.88,Completed
O00902,C0116,2025-08-13,Social,466.02,Completed
O00903,C0793,2025-05-12,Social,604.14,Completed
O00904,C0268,2025-11-27,Email,153.24,Completed
O00905,C0746,2026-05-13,Organic Search,230.73,Completed
O00906,C0629,2025-04-23,Email,164.2,Completed
O00907,C0362,2025-12-08,Referral,364.43,Completed
O00908,C0298,2025-08-23,Referral,494.75,Completed
O00909,C0044,2026-05-12,Organic Search,202.52,Completed
O00910,C0387,2025-05-07,Email,110.28,Completed
O00911,C0021,2026-03-02,Organic Search,552.91,Completed
O00912,C0281,2025-11-06,Paid Search,123.91,Completed
O00913,C0575,2026-02-21,Organic Search,214.9,Completed
O00914,C0782,2026-01-17,Email,175.59,Completed
O00915,C0379,2026-04-03,Paid Search,73.58,Cancelled
O00916,C0575,2025-04-08,Organic Search,533.38,Completed
O00917,C0259,2026-05-21,Paid Search,117.81,Completed
O00918,C0559,2026-05-16,Paid Search,711.02,Completed
O00919,C0131,2026-01-20,Referral,126.97,Cancelled
O00920,C0435,2025-02-09,Paid Search,190.43,Completed
O00921,C0738,2025-10-29,Social,350.14,Completed
O00922,C0532,2026-01-16,Email,472.52,Completed
O00923,C0169,2025-05-19,Paid Search,782.26,Completed
O00924,C0339,2026-04-15,Organic Search,357.17,Returned
O00925,C0292,2025-10-09,Referral,390.35,Completed
O00926,C0287,2025-08-10,Organic Search,237.47,Completed
O00927,C0755,2025-10-11,Referral,486.25,Completed
O00928,C0147,2025-05-31,Organic Search,413.23,Completed
O00929,C0387,2026-02-07,Referral,187.74,Completed
O00930,C0649,2025-06-20,Referral,198.56,Completed
O00931,C0183,2025-12-23,Organic Search,156.11,Completed
O00932,C0392,2025-07-15,Paid Search,632.96,Completed
O00933,C0622,2025-01-14,Organic Search,353.5,Cancelled
O00934,C0736,2025-02-01,Social,543.99,Completed
O00935,C0085,2025-05-15,Paid Search,823.5,Completed
O00936,C0689,2025-12-07,Referral,369.44,Returned
O00937,C0681,2025-01-15,Paid Search,575.5,Completed
O00938,C0178,2026-02-24,Email,297.69,Completed
O00939,C0187,2025-04-03,Referral,96.69,Completed
O00940,C0472,2026-01-19,Organic Search,467.78,Completed
O00941,C0318,2025-05-16,Organic Search,207.68,Completed
O00942,C0303,2025-07-01,Organic Search,67.33,Completed
O00943,C0647,2026-04-06,Email,200.59,Cancelled
O00944,C0356,2026-03-21,Email,211.03,Completed
O00945,C0265,2025-08-04,Organic Search,132.15,Completed
O00946,C0601,2026-04-24,Organic Search,499.2,Completed
O00947,C0345,2025-12-09,Email,78.18,Completed
O00948,C0450,2025-01-23,Referral,136.52,Completed
O00949,C0616,2026-01-18,Organic Search,322.5,Completed
O00950,C0437,2026-03-08,Referral,346.19,Returned
O00951,C0134,2025-05-23,Email,427.68,Completed
O00952,C0675,2025-01-01,Organic Search,282.36,Completed
O00953,C0489,2025-01-06,Organic Search,214.77,Completed
O00954,C0724,2026-04-20,Organic Search,634.69,Completed
O00955,C0547,2026-02-08,Organic Search,93.26,Completed
O00956,C0371,2026-01-13,Organic Search,497.74,Completed
O00957,C0155,2026-03-12,Organic Search,137.77,Completed
O00958,C0408,2025-06-17,Email,676.96,Completed
O00959,C0703,2026-01-29,Paid Search,179.41,Completed
O00960,C0619,2025-04-29,Referral,821.44,Completed
O00961,C0154,2025-03-23,Organic Search,359.08,Completed
O00962,C0052,2026-01-11,Social,495.69,Completed
O00963,C0428,2026-01-01,Organic Search,163.94,Completed
O00964,C0255,2026-02-10,Organic Search,187.83,Completed
O00965,C0751,2025-09-07,Referral,284.33,Completed
O00966,C0392,2025-04-14,Paid Search,285.04,Completed
O00967,C0444,2025-03-23,Social,134.89,Completed
O00968,C0221,2026-04-30,Referral,187.92,Completed
O00969,C0695,2025-07-05,Organic Search,213.09,Completed
O00970,C0474,2025-10-01,Email,575.06,Completed
O00971,C0488,2026-02-03,Social,149.58,Completed
O00972,C0216,2026-05-26,Paid Search,178.49,Completed
O00973,C0647,2025-03-22,Paid Search,336.07,Completed
O00974,C0770,2025-01-24,Social,267.41,Completed
O00975,C0224,2026-02-10,Organic Search,64.21,Completed
O00976,C0564,2026-02-15,Paid Search,280.14,Completed
O00977,C0515,2025-11-22,Paid Search,196.27,Completed
O00978,C0161,2026-04-06,Social,73.87,Completed
O00979,C0700,2025-06-26,Social,404.13,Completed
O00980,C0142,2025-08-18,Email,69.44,Returned
O00981,C0625,2025-11-29,Organic Search,273.72,Completed
O00982,C0166,2025-07-17,Paid Search,264.69,Completed
O00983,C0212,2025-02-01,Email,513.75,Cancelled
O00984,C0657,2026-05-28,Organic Search,410.93,Completed
O00985,C0699,2025-02-03,Email,496.51,Completed
O00986,C0450,2025-01-25,Paid Search,265.89,Completed
O00987,C0439,2026-03-27,Referral,61.49,Completed
O00988,C0376,2025-06-23,Paid Search,366.22,Completed
O00989,C0470,2025-03-17,Social,188.48,Completed
O00990,C0462,2025-12-05,Email,383.15,Completed
O00991,C0315,2025-10-26,Social,68.25,Completed
O00992,C0151,2025-05-12,Email,334.04,Completed
O00993,C0489,2026-02-20,Email,80.15,Completed
O00994,C0388,2026-01-19,Referral,361.52,Completed
O00995,C0015,2026-01-24,Email,183.69,Completed
O00996,C0666,2025-05-03,Organic Search,195.54,Completed
O00997,C0760,2025-08-22,Organic Search,332.46,Completed
O00998,C0058,2025-03-23,Paid Search,440.34,Completed
O00999,C0182,2026-04-13,Organic Search,429.94,Completed
O01000,C0063,2025-11-07,Organic Search,126.73,Completed
O01001,C0650,2025-11-23,Organic Search,151.11,Completed
O01002,C0613,2025-08-09,Paid Search,416.64,Completed
