order_item_id,order_id,product_id,quantity,unit_price
OI00776,O00482,P011,1,147.81
OI00777,O00482,P008,1,182.04
OI00778,O00483,P011,1,130.17
OI00779,O00483,P010,1,75.88
OI00780,O00484,P011,1,147.03
OI00781,O00484,P008,1,202.49
OI00782,O00485,P013,2,216.08
OI00783,O00486,P008,3,182.63
OI00784,O00486,P015,1,150.15
OI00785,O00486,P002,1,166.46
OI00786,O00487,P001,1,96.39
OI00787,O00487,P012,2,84.09
OI00788,O00488,P009,1,55.82
OI00789,O00488,P005,2,36.26
OI00790,O00488,P012,3,75.16
OI00791,O00489,P010,3,65.31
OI00792,O00490,P003,1,71.37
OI00793,O00490,P001,3,89.25
OI00794,O00491,P003,1,60.06
OI00795,O00491,P002,2,167.94
OI00796,O00492,P010,1,63.82
OI00797,O00492,P007,2,196.22
OI00798,O00493,P015,1,155.14
OI00799,O00494,P005,1,39.02
OI00800,O00495,P009,1,56.26
OI00801,O00495,P016,1,125.53
OI00802,O00495,P006,2,183.54
OI00803,O00496,P006,1,172.38
OI00804,O00497,P002,3,171.1
OI00805,O00497,P008,1,179.15
OI00806,O00497,P006,1,168.14
OI00807,O00498,P009,1,62.54
OI00808,O00499,P003,1,66.21
OI00809,O00500,P004,2,118.08
OI00810,O00500,P007,1,195.67
OI00811,O00500,P006,1,189.29
OI00812,O00500,P010,1,70.97
OI00813,O00501,P015,2,178.07
OI00814,O00501,P006,2,192.67
OI00815,O00502,P003,2,64.6
OI00816,O00502,P009,1,56.42
OI00817,O00503,P013,1,188.9
OI00818,O00504,P010,1,63.81
OI00819,O00504,P015,1,172.44
OI00820,O00505,P014,1,135.06
OI00821,O00506,P011,3,145.31
OI00822,O00507,P003,1,60.43
OI00823,O00507,P005,2,34.04
OI00824,O00508,P002,1,183.65
OI00825,O00509,P009,1,55.21
OI00826,O00509,P006,1,166.85
OI00827,O00510,P014,2,131.49
OI00828,O00511,P009,3,65.16
OI00829,O00511,P006,1,169.54
OI00830,O00512,P001,1,84.96
OI00831,O00512,P007,1,225.63
OI00832,O00513,P012,1,83.72
OI00833,O00513,P016,1,116.2
OI00834,O00513,P011,1,149.39
OI00835,O00513,P015,1,150.8
OI00836,O00514,P007,1,229.15
OI00837,O00515,P015,1,159.58
OI00838,O00515,P008,1,186.55
OI00839,O00515,P016,2,122.92
OI00840,O00516,P014,2,144.06
OI00841,O00517,P016,1,114.25
OI00842,O00518,P014,1,140.79
OI00843,O00518,P015,1,159.54
OI00844,O00518,P008,1,181.13
OI00845,O00519,P011,2,150.48
OI00846,O00520,P013,2,204.89
OI00847,O00520,P007,1,230.34
OI00848,O00521,P003,1,61.73
OI00849,O00521,P011,1,139.93
OI00850,O00522,P001,2,88.48
OI00851,O00522,P006,1,193.84
OI00852,O00523,P008,1,183.68
OI00853,O00524,P009,1,62.88
OI00854,O00524,P015,1,166.97
OI00855,O00525,P004,1,136.2
OI00856,O00525,P013,2,211.09
OI00857,O00526,P012,1,77.76
OI00858,O00526,P003,1,69.45
OI00859,O00526,P016,1,129.61
OI00860,O00527,P014,1,123.17
OI00861,O00528,P009,1,63.69
OI00862,O00529,P008,2,191.36
OI00863,O00529,P003,1,65.67
OI00864,O00530,P003,1,64.88
OI00865,O00530,P002,1,166.64
OI00866,O00531,P002,3,185.86
OI00867,O00532,P010,1,75.01
OI00868,O00532,P012,1,75.11
OI00869,O00533,P015,1,171.76
OI00870,O00533,P012,1,83.24
OI00871,O00534,P005,1,35.82
OI00872,O00535,P001,2,91.96
OI00873,O00535,P016,1,134.46
OI00874,O00536,P012,1,78.84
OI00875,O00537,P015,3,171.54
OI00876,O00537,P006,3,183.92
OI00877,O00538,P005,1,37.28
OI00878,O00538,P012,1,78.99
OI00879,O00539,P014,1,135.13
OI00880,O00539,P002,1,158.92
OI00881,O00540,P009,1,59.52
OI00882,O00540,P010,1,75.33
OI00883,O00541,P015,1,168.15
OI00884,O00542,P006,2,176.5
OI00885,O00543,P002,1,164.44
OI00886,O00543,P009,3,58.0
OI00887,O00544,P010,2,65.02
OI00888,O00545,P002,1,171.53
OI00889,O00546,P005,1,36.53
OI00890,O00546,P013,1,204.65
OI00891,O00547,P014,1,134.29
OI00892,O00547,P007,1,237.67
OI00893,O00548,P001,1,96.83
OI00894,O00549,P002,2,169.73
OI00895,O00550,P006,2,171.81
OI00896,O00550,P001,1,98.57
OI00897,O00550,P005,1,37.79
OI00898,O00551,P001,1,82.16
OI00899,O00551,P006,1,176.98
OI00900,O00551,P007,1,238.65
OI00901,O00552,P005,2,36.84
OI00902,O00552,P016,1,137.84
OI00903,O00553,P014,2,130.36
OI00904,O00554,P008,1,195.06
OI00905,O00554,P016,2,119.72
OI00906,O00555,P008,2,175.34
OI00907,O00556,P005,1,35.12
OI00908,O00556,P016,2,125.77
OI00909,O00557,P008,1,191.78
OI00910,O00558,P010,1,64.33
OI00911,O00559,P013,1,201.27
OI00912,O00559,P006,1,164.26
OI00913,O00559,P014,1,139.08
OI00914,O00560,P009,2,56.84
OI00915,O00561,P015,1,177.51
OI00916,O00561,P005,1,35.22
OI00917,O00562,P016,1,123.48
OI00918,O00562,P001,2,95.06
OI00919,O00562,P015,1,162.56
OI00920,O00563,P015,1,171.79
OI00921,O00563,P011,2,136.01
OI00922,O00563,P002,1,178.39
OI00923,O00564,P015,1,169.96
OI00924,O00564,P001,1,95.17
OI00925,O00564,P004,1,137.12
OI00926,O00565,P002,1,158.72
OI00927,O00565,P005,1,37.9
OI00928,O00565,P008,1,209.9
OI00929,O00565,P012,1,78.62
OI00930,O00566,P005,2,38.15
OI00931,O00566,P016,2,131.76
OI00932,O00567,P015,2,166.02
OI00933,O00567,P001,2,82.69
OI00934,O00568,P015,1,169.98
OI00935,O00568,P008,2,183.7
OI00936,O00569,P007,1,234.14
OI00937,O00570,P008,1,187.95
OI00938,O00571,P011,1,128.71
OI00939,O00571,P014,1,132.73
OI00940,O00572,P015,1,163.93
OI00941,O00572,P013,1,179.66
OI00942,O00572,P002,1,162.39
OI00943,O00573,P002,1,166.56
OI00944,O00573,P005,1,32.23
OI00945,O00574,P008,1,201.36
OI00946,O00574,P014,1,133.96
OI00947,O00575,P001,1,92.87
OI00948,O00575,P008,1,175.08
OI00949,O00576,P012,1,82.4
OI00950,O00577,P010,1,69.31
OI00951,O00578,P005,1,36.28
OI00952,O00578,P003,1,72.73
OI00953,O00579,P002,1,185.73
OI00954,O00579,P007,1,203.46
OI00955,O00580,P015,1,173.11
OI00956,O00580,P010,1,66.75
OI00957,O00581,P002,2,173.84
OI00958,O00581,P008,1,193.52
OI00959,O00581,P004,1,128.12
OI00960,O00582,P001,1,83.1
OI00961,O00583,P012,1,71.01
OI00962,O00584,P011,1,130.77
OI00963,O00584,P014,1,147.09
OI00964,O00585,P004,2,123.42
OI00965,O00585,P006,1,193.14
OI00966,O00586,P005,2,33.24
OI00967,O00587,P008,1,182.26
OI00968,O00587,P015,1,171.01
OI00969,O00587,P001,1,82.71
OI00970,O00587,P013,2,213.12
OI00971,O00588,P003,1,69.71
OI00972,O00588,P016,1,126.0
OI00973,O00589,P016,1,125.62
OI00974,O00590,P002,1,158.51
OI00975,O00590,P004,2,125.85
OI00976,O00591,P009,1,55.24
OI00977,O00591,P016,1,121.87
OI00978,O00591,P002,1,167.74
OI00979,O00592,P016,1,122.68
OI00980,O00593,P003,1,66.26
OI00981,O00594,P003,1,66.88
OI00982,O00595,P009,1,66.75
OI00983,O00595,P004,3,135.4
OI00984,O00596,P012,2,77.14
OI00985,O00597,P005,1,37.36
OI00986,O00597,P014,1,137.73
OI00987,O00597,P007,2,228.6
OI00988,O00597,P004,1,127.61
OI00989,O00598,P014,1,138.95
OI00990,O00598,P004,1,130.72
OI00991,O00598,P008,1,212.88
OI00992,O00599,P013,1,205.61
OI00993,O00600,P005,1,36.28
OI00994,O00600,P006,1,195.31
OI00995,O00600,P010,3,64.86
OI00996,O00601,P015,1,154.72
OI00997,O00602,P001,1,99.02
OI00998,O00602,P003,1,62.18
OI00999,O00603,P006,1,196.93
OI01000,O00604,P003,1,71.81
OI01001,O00605,P016,1,137.27
OI01002,O00605,P003,1,66.27
OI01003,O00606,P003,2,67.69
OI01004,O00607,P002,1,161.49
OI01005,O00608,P010,1,73.58
OI01006,O00608,P007,1,205.62
OI01007,O00609,P004,1,116.41
OI01008,O00609,P007,2,201.5
OI01009,O00610,P007,1,239.22
OI01010,O00610,P015,1,177.92
OI01011,O00611,P015,1,151.45
OI01012,O00612,P015,1,157.9
OI01013,O00612,P007,1,196.07
OI01014,O00613,P015,1,162.91
OI01015,O00614,P006,1,163.22
OI01016,O00615,P003,1,59.49
OI01017,O00616,P007,1,232.17
OI01018,O00616,P008,2,200.61
OI01019,O00617,P001,1,88.87
OI01020,O00618,P001,1,100.5
OI01021,O00619,P004,2,137.5
OI01022,O00620,P011,1,143.86
OI01023,O00621,P012,1,70.77
OI01024,O00622,P009,1,58.83
OI01025,O00623,P004,1,141.79
OI01026,O00623,P012,2,73.33
OI01027,O00624,P005,1,37.46
OI01028,O00624,P006,1,199.51
OI01029,O00625,P015,1,152.29
OI01030,O00625,P007,1,239.03
OI01031,O00625,P009,1,61.95
OI01032,O00626,P003,1,66.22
OI01033,O00626,P001,1,88.84
OI01034,O00627,P011,1,148.54
OI01035,O00627,P003,1,70.27
OI01036,O00627,P005,1,37.83
OI01037,O00628,P002,2,174.77
OI01038,O00629,P006,1,164.98
OI01039,O00629,P008,1,213.3
OI01040,O00630,P007,1,197.89
OI01041,O00631,P006,1,174.0
OI01042,O00632,P012,1,73.27
OI01043,O00633,P016,1,135.04
OI01044,O00633,P001,1,99.21
OI01045,O00633,P013,1,183.46
OI01046,O00634,P013,1,196.97
OI01047,O00635,P001,2,95.58
OI01048,O00636,P012,1,80.17
OI01049,O00636,P007,1,196.11
OI01050,O00636,P008,2,190.2
OI01051,O00636,P005,1,33.26
OI01052,O00637,P016,1,130.91
OI01053,O00637,P011,1,152.61
OI01054,O00638,P001,1,84.51
OI01055,O00638,P012,1,86.01
OI01056,O00639,P006,1,166.03
OI01057,O00639,P001,1,89.0
OI01058,O00640,P006,1,173.96
OI01059,O00640,P014,3,141.81
OI01060,O00640,P007,1,208.28
OI01061,O00641,P012,1,82.8
OI01062,O00641,P014,2,134.36
OI01063,O00642,P014,1,141.7
OI01064,O00643,P007,1,237.23
OI01065,O00643,P008,1,207.64
OI01066,O00644,P009,2,59.73
OI01067,O00644,P015,2,148.15
OI01068,O00645,P003,1,67.42
OI01069,O00646,P001,1,100.46
OI01070,O00646,P011,1,140.81
OI01071,O00647,P014,1,142.48
OI01072,O00648,P013,1,191.83
OI01073,O00648,P010,1,63.36
OI01074,O00649,P001,2,87.01
OI01075,O00649,P010,1,73.66
OI01076,O00649,P002,1,173.13
OI01077,O00650,P011,1,136.08
OI01078,O00651,P013,1,180.51
OI01079,O00651,P012,1,85.8
OI01080,O00652,P005,1,36.05
OI01081,O00652,P014,2,137.41
OI01082,O00653,P015,1,162.65
OI01083,O00653,P003,1,61.69
OI01084,O00653,P008,2,203.0
OI01085,O00653,P002,1,186.33
OI01086,O00654,P009,1,66.17
OI01087,O00655,P011,2,152.77
OI01088,O00656,P013,2,216.97
OI01089,O00656,P011,1,132.37
OI01090,O00656,P015,1,154.26
OI01091,O00657,P004,1,118.65
OI01092,O00658,P007,2,238.65
OI01093,O00659,P008,1,174.95
OI01094,O00660,P008,1,193.08
OI01095,O00661,P002,1,169.04
OI01096,O00661,P010,1,65.86
OI01097,O00662,P013,1,210.54
OI01098,O00663,P002,2,178.68
OI01099,O00664,P006,1,175.29
OI01100,O00664,P001,1,100.52
OI01101,O00665,P007,1,219.13
OI01102,O00666,P002,1,174.4
OI01103,O00666,P014,1,135.62
OI01104,O00666,P012,1,85.23
OI01105,O00667,P004,1,141.73
OI01106,O00668,P004,1,116.65
OI01107,O00668,P006,3,187.11
OI01108,O00668,P008,1,213.95
OI01109,O00669,P016,1,128.28
OI01110,O00670,P003,1,70.63
OI01111,O00670,P013,1,203.21
OI01112,O00671,P008,1,197.84
OI01113,O00672,P006,1,186.91
OI01114,O00672,P007,1,220.19
OI01115,O00673,P006,2,163.29
OI01116,O00673,P007,1,218.61
OI01117,O00674,P004,1,141.12
OI01118,O00674,P013,2,184.6
OI01119,O00675,P004,1,120.77
OI01120,O00675,P001,1,92.39
OI01121,O00676,P012,3,73.33
OI01122,O00677,P010,1,70.23
OI01123,O00677,P011,1,140.82
OI01124,O00677,P009,3,58.62
OI01125,O00678,P008,1,186.75
OI01126,O00678,P001,2,99.89
OI01127,O00679,P014,1,130.27
OI01128,O00680,P014,1,125.0
OI01129,O00680,P012,1,86.84
OI01130,O00680,P003,1,62.0
OI01131,O00681,P014,1,150.55
OI01132,O00682,P014,1,125.52
OI01133,O00682,P002,2,178.75
OI01134,O00683,P008,1,178.84
OI01135,O00684,P016,1,121.8
OI01136,O00685,P002,1,184.68
OI01137,O00686,P013,1,187.83
OI01138,O00686,P008,1,203.54
OI01139,O00687,P012,1,74.61
OI01140,O00688,P015,1,153.75
OI01141,O00689,P010,1,66.42
OI01142,O00690,P006,1,173.35
OI01143,O00690,P010,2,73.56
OI01144,O00690,P001,1,99.72
OI01145,O00691,P004,1,120.34
OI01146,O00691,P007,2,194.69
OI01147,O00692,P002,1,157.29
OI01148,O00692,P010,2,72.92
OI01149,O00693,P012,2,77.45
OI01150,O00694,P004,1,123.11
OI01151,O00694,P005,1,37.28
OI01152,O00695,P002,2,181.22
OI01153,O00695,P015,1,144.68
OI01154,O00695,P008,1,186.69
OI01155,O00696,P004,1,120.53
OI01156,O00697,P005,1,33.67
OI01157,O00698,P009,1,59.72
OI01158,O00698,P002,1,177.66
OI01159,O00698,P008,1,210.45
OI01160,O00699,P014,1,148.75
OI01161,O00700,P004,1,133.51
OI01162,O00700,P007,1,228.31
OI01163,O00700,P008,2,190.81
OI01164,O00700,P009,1,63.53
OI01165,O00701,P005,1,31.92
OI01166,O00701,P003,1,60.06
OI01167,O00702,P010,1,63.11
OI01168,O00703,P004,2,141.89
OI01169,O00704,P004,1,131.62
OI01170,O00704,P012,1,84.54
OI01171,O00705,P009,3,65.89
OI01172,O00706,P010,1,76.03
OI01173,O00707,P002,1,160.84
OI01174,O00708,P002,1,151.38
OI01175,O00709,P004,1,122.0
OI01176,O00710,P005,1,37.81
OI01177,O00710,P006,1,184.8
OI01178,O00711,P003,1,68.03
OI01179,O00711,P015,1,145.86
OI01180,O00712,P003,1,69.35
OI01181,O00712,P009,3,56.73
OI01182,O00712,P010,1,62.55
OI01183,O00713,P012,1,82.28
OI01184,O00713,P015,2,146.76
OI01185,O00713,P006,1,197.74
OI01186,O00714,P005,1,36.01
OI01187,O00714,P016,2,130.84
OI01188,O00715,P003,1,64.64
OI01189,O00715,P016,1,123.16
OI01190,O00715,P008,1,182.05
OI01191,O00716,P015,1,153.18
OI01192,O00716,P009,2,57.91
OI01193,O00716,P012,1,72.47
OI01194,O00717,P009,2,57.59
OI01195,O00718,P012,1,86.46
OI01196,O00719,P010,1,62.07
OI01197,O00719,P006,1,190.15
OI01198,O00719,P001,1,86.56
OI01199,O00720,P009,2,62.17
OI01200,O00721,P013,1,186.71
OI01201,O00722,P006,1,193.37
OI01202,O00723,P010,1,64.48
OI01203,O00724,P015,2,177.08
OI01204,O00725,P004,1,115.8
OI01205,O00726,P005,2,36.26
OI01206,O00727,P003,1,69.82
OI01207,O00727,P004,2,137.09
OI01208,O00728,P009,1,54.45
OI01209,O00728,P011,1,141.46
OI01210,O00729,P008,1,180.56
OI01211,O00730,P004,3,121.26
OI01212,O00730,P008,2,186.02
OI01213,O00730,P003,1,63.95
OI01214,O00731,P011,1,145.4
OI01215,O00732,P004,1,128.62
OI01216,O00733,P005,1,34.19
OI01217,O00733,P013,1,206.88
OI01218,O00734,P009,1,58.25
OI01219,O00735,P014,1,141.19
OI01220,O00736,P016,1,134.18
OI01221,O00737,P008,1,189.27
OI01222,O00737,P012,1,84.47
OI01223,O00738,P012,1,84.45
OI01224,O00739,P014,2,124.58
OI01225,O00739,P004,1,141.02
OI01226,O00739,P015,1,157.16
OI01227,O00740,P003,1,67.54
OI01228,O00741,P001,1,97.16
OI01229,O00742,P010,1,66.78
OI01230,O00742,P008,2,202.81
OI01231,O00743,P006,1,162.95
OI01232,O00744,P010,1,68.02
OI01233,O00745,P007,1,212.09
OI01234,O00745,P016,2,138.23
OI01235,O00745,P010,1,63.03
OI01236,O00746,P013,1,210.26
OI01237,O00747,P011,1,133.8
OI01238,O00748,P010,1,71.11
OI01239,O00748,P004,1,122.45
OI01240,O00749,P002,1,184.57
OI01241,O00750,P007,1,212.02
OI01242,O00751,P004,1,136.01
OI01243,O00752,P010,1,63.05
OI01244,O00752,P003,1,72.49
OI01245,O00752,P015,1,151.73
OI01246,O00753,P011,1,136.08
OI01247,O00753,P008,2,192.07
OI01248,O00753,P013,2,209.06
OI01249,O00753,P003,1,62.22
OI01250,O00754,P004,1,123.54
OI01251,O00754,P013,2,210.01
OI01252,O00754,P001,2,91.18
OI01253,O00754,P003,1,61.68
OI01254,O00755,P003,1,69.99
OI01255,O00756,P005,2,39.01
OI01256,O00757,P005,1,36.44
OI01257,O00757,P008,1,177.97
OI01258,O00757,P006,1,179.55
OI01259,O00758,P008,1,197.35
OI01260,O00759,P003,1,65.72
OI01261,O00759,P004,1,127.73
OI01262,O00760,P013,1,193.7
OI01263,O00760,P016,1,121.63
OI01264,O00761,P015,1,149.71
OI01265,O00762,P013,2,217.48
OI01266,O00762,P001,1,85.72
OI01267,O00762,P016,1,132.54
OI01268,O00762,P006,1,172.07
OI01269,O00763,P015,2,162.11
OI01270,O00764,P014,1,144.52
OI01271,O00765,P006,1,197.04
OI01272,O00765,P012,1,84.02
OI01273,O00766,P005,1,37.91
OI01274,O00766,P006,1,193.73
OI01275,O00767,P016,1,138.07
OI01276,O00767,P014,1,137.87
OI01277,O00767,P006,1,179.57
OI01278,O00768,P004,3,126.5
OI01279,O00768,P001,1,84.86
OI01280,O00768,P016,1,121.78
OI01281,O00768,P012,2,86.46
OI01282,O00769,P010,1,74.42
OI01283,O00770,P014,1,144.86
OI01284,O00771,P006,1,176.96
OI01285,O00772,P004,2,118.02
OI01286,O00772,P002,1,173.05
OI01287,O00773,P004,1,136.84
OI01288,O00773,P011,1,150.43
OI01289,O00773,P008,1,206.12
OI01290,O00774,P012,1,83.97
OI01291,O00774,P013,1,207.7
OI01292,O00774,P008,1,189.79
OI01293,O00775,P014,1,123.1
OI01294,O00776,P011,1,142.27
OI01295,O00776,P006,1,183.55
OI01296,O00777,P005,1,37.21
OI01297,O00777,P011,1,134.85
OI01298,O00778,P004,1,136.26
OI01299,O00779,P003,1,65.38
OI01300,O00780,P003,1,69.58
OI01301,O00780,P010,1,68.45
OI01302,O00781,P010,2,72.38
OI01303,O00781,P004,2,125.37
OI01304,O00781,P009,1,54.83
OI01305,O00782,P004,1,119.04
OI01306,O00782,P002,1,157.72
OI01307,O00782,P008,1,208.87
OI01308,O00782,P010,2,64.91
OI01309,O00783,P003,1,71.62
OI01310,O00783,P004,1,127.32
OI01311,O00783,P011,1,134.28
OI01312,O00784,P016,1,126.33
OI01313,O00784,P010,1,63.67
OI01314,O00784,P015,1,162.49
OI01315,O00784,P009,1,63.77
OI01316,O00785,P005,1,37.21
OI01317,O00786,P012,1,78.18
OI01318,O00786,P016,2,124.08
OI01319,O00786,P009,2,65.8
OI01320,O00787,P013,1,208.74
OI01321,O00787,P002,1,179.31
OI01322,O00788,P009,2,62.03
OI01323,O00789,P003,1,71.61
OI01324,O00790,P012,1,73.47
OI01325,O00790,P007,1,230.11
OI01326,O00791,P011,1,134.86
OI01327,O00792,P008,1,186.09
OI01328,O00792,P009,1,56.92
OI01329,O00793,P014,1,132.14
OI01330,O00794,P004,1,119.83
OI01331,O00795,P001,2,87.1
OI01332,O00796,P002,1,167.9
OI01333,O00796,P006,2,178.23
OI01334,O00796,P011,1,134.82
OI01335,O00797,P002,1,175.88
OI01336,O00798,P008,1,175.0
OI01337,O00799,P003,1,71.79
OI01338,O00800,P002,1,184.7
OI01339,O00801,P009,1,55.92
OI01340,O00801,P012,1,72.59
OI01341,O00802,P008,1,201.43
OI01342,O00803,P009,1,63.14
OI01343,O00804,P003,1,59.52
OI01344,O00804,P002,1,180.17
OI01345,O00804,P008,1,178.82
OI01346,O00805,P005,1,38.58
OI01347,O00805,P014,1,133.38
OI01348,O00806,P014,1,131.76
OI01349,O00807,P004,1,139.2
OI01350,O00808,P009,1,61.11
OI01351,O00809,P011,1,133.52
OI01352,O00810,P007,1,221.21
OI01353,O00811,P008,1,176.74
OI01354,O00811,P002,1,160.73
OI01355,O00812,P013,1,186.22
OI01356,O00812,P007,2,225.62
OI01357,O00813,P010,1,63.28
OI01358,O00814,P008,1,181.35
OI01359,O00814,P003,1,65.62
OI01360,O00814,P006,3,187.72
OI01361,O00815,P006,2,184.99
OI01362,O00815,P011,3,142.59
OI01363,O00815,P013,1,187.36
OI01364,O00816,P008,1,181.37
OI01365,O00817,P015,1,177.74
OI01366,O00817,P008,1,194.33
OI01367,O00818,P016,1,130.63
OI01368,O00819,P005,1,36.09
OI01369,O00819,P006,1,178.82
OI01370,O00819,P008,1,178.2
OI01371,O00820,P015,3,173.92
OI01372,O00821,P009,1,54.7
OI01373,O00822,P012,1,70.66
OI01374,O00822,P005,2,32.91
OI01375,O00823,P016,1,133.61
OI01376,O00824,P002,1,166.51
OI01377,O00824,P008,1,174.61
OI01378,O00825,P005,2,37.1
OI01379,O00826,P008,1,212.46
OI01380,O00827,P009,1,56.36
OI01381,O00827,P015,1,173.91
OI01382,O00827,P005,2,32.85
OI01383,O00828,P010,1,70.08
OI01384,O00829,P004,1,123.64
OI01385,O00829,P003,2,69.17
OI01386,O00829,P009,1,59.57
OI01387,O00830,P014,1,140.57
OI01388,O00830,P002,1,159.9
OI01389,O00831,P010,1,67.57
OI01390,O00831,P001,1,81.81
OI01391,O00832,P004,1,117.85
OI01392,O00833,P002,1,169.53
OI01393,O00834,P005,1,37.14
OI01394,O00834,P016,2,133.77
OI01395,O00835,P004,1,121.87
OI01396,O00836,P004,1,128.2
OI01397,O00837,P015,1,148.62
OI01398,O00837,P014,1,123.6
OI01399,O00838,P007,1,207.44
OI01400,O00838,P008,1,198.48
OI01401,O00839,P015,2,149.46
OI01402,O00839,P007,1,199.79
OI01403,O00840,P015,3,160.2
OI01404,O00840,P001,1,86.96
OI01405,O00840,P006,3,176.06
OI01406,O00841,P003,1,64.2
OI01407,O00841,P016,1,121.55
OI01408,O00842,P013,2,203.74
OI01409,O00842,P002,1,167.97
OI01410,O00843,P012,1,77.14
OI01411,O00843,P010,1,74.19
OI01412,O00844,P016,1,132.88
OI01413,O00844,P006,2,192.61
OI01414,O00844,P013,1,213.45
OI01415,O00845,P002,1,181.17
OI01416,O00845,P010,1,72.91
OI01417,O00845,P005,1,38.04
OI01418,O00846,P007,1,216.56
OI01419,O00847,P007,1,195.46
OI01420,O00848,P001,1,89.45
OI01421,O00849,P016,2,127.6
OI01422,O00849,P004,1,124.68
OI01423,O00850,P003,1,70.14
OI01424,O00850,P010,1,63.62
OI01425,O00851,P009,1,65.17
OI01426,O00851,P007,1,207.38
OI01427,O00851,P012,1,74.48
OI01428,O00852,P004,1,140.35
OI01429,O00853,P011,2,127.29
OI01430,O00854,P008,2,197.47
OI01431,O00854,P016,1,134.54
OI01432,O00854,P002,2,163.53
OI01433,O00855,P016,1,115.39
OI01434,O00855,P003,1,62.45
OI01435,O00855,P005,1,35.35
OI01436,O00856,P007,1,233.25
OI01437,O00857,P013,1,194.86
OI01438,O00858,P012,1,85.58
OI01439,O00858,P006,1,166.02
OI01440,O00858,P004,1,126.31
OI01441,O00859,P002,1,155.82
OI01442,O00860,P008,1,190.73
OI01443,O00860,P005,1,36.68
OI01444,O00861,P008,1,212.8
OI01445,O00861,P016,2,120.33
OI01446,O00862,P002,1,165.82
OI01447,O00863,P008,1,179.56
OI01448,O00863,P005,1,37.65
OI01449,O00863,P012,1,74.38
OI01450,O00864,P009,1,64.6
OI01451,O00864,P005,1,33.89
OI01452,O00864,P010,1,69.05
OI01453,O00865,P006,1,182.67
OI01454,O00866,P011,2,149.22
OI01455,O00866,P015,1,169.92
OI01456,O00866,P014,1,146.7
OI01457,O00867,P004,1,134.57
OI01458,O00867,P009,1,65.0
OI01459,O00868,P009,3,60.07
OI01460,O00868,P003,3,62.63
OI01461,O00869,P008,1,186.59
OI01462,O00870,P009,2,64.39
OI01463,O00871,P009,2,59.77
OI01464,O00872,P007,1,220.56
OI01465,O00873,P009,1,60.42
OI01466,O00874,P008,1,182.06
OI01467,O00874,P002,1,166.86
OI01468,O00875,P009,1,54.74
OI01469,O00875,P001,1,83.77
OI01470,O00875,P011,1,128.86
OI01471,O00875,P006,1,170.25
OI01472,O00876,P005,1,34.49
OI01473,O00876,P001,3,98.75
OI01474,O00876,P006,1,198.17
OI01475,O00877,P005,2,32.01
OI01476,O00878,P012,1,80.08
OI01477,O00878,P004,1,119.26
OI01478,O00879,P014,2,138.07
OI01479,O00879,P009,1,60.13
OI01480,O00879,P012,1,77.75
OI01481,O00879,P002,1,180.79
OI01482,O00880,P012,1,82.79
OI01483,O00880,P004,1,121.7
OI01484,O00881,P003,1,66.02
OI01485,O00881,P015,1,170.9
OI01486,O00882,P005,2,34.35
OI01487,O00882,P010,1,67.8
OI01488,O00882,P016,1,116.55
OI01489,O00883,P004,1,135.76
OI01490,O00884,P014,1,125.07
OI01491,O00884,P001,1,91.76
OI01492,O00884,P012,1,77.45
OI01493,O00885,P011,1,143.57
OI01494,O00886,P015,2,165.68
OI01495,O00887,P006,1,197.18
OI01496,O00887,P012,2,71.89
OI01497,O00888,P015,1,168.76
OI01498,O00889,P014,1,133.96
OI01499,O00890,P007,1,220.36
OI01500,O00890,P016,1,115.27
OI01501,O00891,P006,1,197.23
OI01502,O00892,P007,1,217.35
OI01503,O00893,P016,2,113.34
OI01504,O00894,P015,1,148.16
OI01505,O00895,P003,2,73.04
OI01506,O00896,P008,1,180.94
OI01507,O00896,P012,1,77.96
OI01508,O00897,P002,2,179.32
OI01509,O00897,P007,1,232.39
OI01510,O00897,P016,1,135.65
OI01511,O00898,P008,1,185.35
OI01512,O00899,P003,2,71.17
OI01513,O00900,P007,1,213.26
OI01514,O00900,P012,1,76.76
OI01515,O00901,P010,2,71.54
OI01516,O00901,P014,1,141.0
OI01517,O00901,P004,1,129.8
OI01518,O00902,P010,1,71.46
OI01519,O00902,P007,1,215.37
OI01520,O00902,P008,1,179.19
OI01521,O00903,P016,1,113.42
OI01522,O00903,P010,1,65.02
OI01523,O00903,P007,2,212.85
OI01524,O00904,P015,1,153.24
OI01525,O00905,P002,1,159.15
OI01526,O00905,P005,2,35.79
OI01527,O00906,P001,2,82.1
OI01528,O00907,P002,1,170.21
OI01529,O00907,P009,3,64.74
OI01530,O00908,P011,1,132.82
OI01531,O00908,P007,1,232.58
OI01532,O00908,P004,1,129.35
OI01533,O00909,P008,1,202.52
OI01534,O00910,P009,2,55.14
OI01535,O00911,P005,1,34.71
OI01536,O00911,P002,2,181.61
OI01537,O00911,P012,2,77.49
OI01538,O00912,P016,1,123.91
OI01539,O00913,P008,1,214.9
OI01540,O00914,P008,1,175.59
OI01541,O00915,P010,1,73.58
OI01542,O00916,P016,1,123.22
OI01543,O00916,P010,2,69.46
OI01544,O00916,P004,2,135.62
OI01545,O00917,P005,1,36.0
OI01546,O00917,P001,1,81.81
OI01547,O00918,P008,1,195.47
OI01548,O00918,P006,2,200.07
OI01549,O00918,P016,1,115.41
OI01550,O00919,P004,1,126.97
OI01551,O00920,P016,1,126.99
